NAME,GEOID,Albedo,YEAR
Oglethorpe,13221,0.12308333317438762,2009
Putnam,13237,0.11585714135851179,2009
Richmond,13245,0.1235555542839898,2009
Sumter,13261,0.1306153810941256,2009
Taylor,13269,0.12022222412957086,2009
Telfair,13271,0.12139999866485596,2009
Twiggs,13289,0.11733333269755046,2009
Washington,13303,0.12099999851650661,2009
Wayne,13305,0.11326666673024495,2009
Wheeler,13309,0.11999999731779099,2009
Wilcox,13315,0.13555555873446995,2009
Hawaii,15001,19999.870833333334,2009
Honolulu,15003,39999.666666666664,2009
Kauai,15007,69230.10576923077,2009
Bear Lake,16007,6060.664299242424,2009
Nez Perce,16069,0.14491304107334302,2009
Owyhee,16073,0.14283486462514336,2009
Shoshone,16079,0.08879517934408533,2009
Twin Falls,16083,0.15174509497249827,2009
Cook,17031,7142.91015625,2009
Bath,51017,0.1399230773632343,2009
Botetourt,51023,0.13935714108603342,2009
Buchanan,51027,0.12930769186753494,2009
Chesterfield,51041,0.13030769274784967,2009
Culpeper,51047,0.14249999821186066,2009
Floyd,51063,0.14200000762939452,2009
Gloucester,51073,0.1220000045640128,2009
Isle of Wight,51093,14285.693080357143,2009
King and Queen,51097,0.1342500001192093,2009
Lancaster,51103,24999.828125,2009
Loudoun,51107,0.14293333689371746,2009
Montgomery,51121,0.14100000593397352,2009
Prince William,51153,0.13533332612779406,2009
Roanoke,51161,0.13566667503780788,2009
Shenandoah,51171,0.14580000241597493,2009
Manassas Park,51685,,2009
Benton,53005,0.1630000046321324,2009
Clark,53011,0.1199090914292769,2009
Cowlitz,53015,0.12205555703904894,2009
Douglas,53017,0.15133898136979443,2009
Grant,53025,0.1567108430058123,2009
Grays Harbor,53027,5263.2171052631575,2009
King,53033,4347.880887681159,2009
Kittitas,53037,0.11068493046172678,2009
Okanogan,53047,0.10465497022483781,2009
Snohomish,53061,4838.761088709677,2009
Walla Walla,53071,0.17587804794311523,2009
Braxton,54007,0.13700000445048013,2009
Grant,54023,0.14583333333333334,2009
Harrison,54033,0.14472727342085404,2009
Nicholas,54067,0.14399999380111694,2009
Pendleton,54071,0.14549999766879612,2009
Pocahontas,54075,0.1455925835503472,2009
Raleigh,54081,0.13552631829914294,2009
Tyler,54095,0.14037500321865082,2009
Wyoming,54109,0.13106667200724284,2009
Bayfield,55007,10638.313164893618,2009
Door,55029,64285.11607142857,2009
Grant,55043,0.1555277771419949,2009
Juneau,55057,0.13830434757730234,2009
Crook,56011,0.13149999380111693,2009
Sublette,56035,0.1353868637641851,2009
Eastern,60010,,2009
Swains Island,60040,,2009
Western,60050,99999.0,2009
Rota,69100,99999.0,2009
Cabo Rojo,72023,0.13500000536441803,2009
Carolina,72031,0.14900000393390656,2009
Ciales,72039,0.13099999725818634,2009
Hatillo,72065,,2009
Mayagüez,72097,99999.0,2009
Ponce,72113,0.13733333349227905,2009
Toa Alta,72135,0.14499999582767487,2009
Utuado,72141,0.13650000095367432,2009
St. Croix,78010,99999.0,2009
St. John,78020,99999.0,2009
Howard,05061,0.1297368375878585,2009
Jackson,05067,0.15283332930670845,2009
Lawrence,05075,0.14600000381469727,2009
Little River,05081,0.1268666664759318,2009
Lonoke,05085,0.14010000228881836,2009
Monroe,05095,0.14506667455037434,2009
Pike,05109,0.11924999952316284,2009
Pulaski,05119,0.12013333638509115,2009
Sevier,05133,0.12779999574025472,2009
Union,05139,0.1080645130526635,2009
Woodruff,05147,0.15776470128227682,2009
Marin,06041,26666.495833333334,2009
Mariposa,06043,0.1128499984741211,2009
Mono,06051,6329.172468354431,2009
Napa,06055,0.11554999351501465,2009
Nevada,06057,0.10034616176898663,2009
Placer,06061,7500.0265625,2009
San Bernardino,06071,0.2008019227247972,2009
San Mateo,06081,18181.72443181818,2009
Santa Clara,06085,0.12388888994852702,2009
Shasta,06089,0.09592793438885663,2009
Sierra,06091,0.09564285618918282,2009
Stanislaus,06099,0.14986841302168996,2009
Ventura,06111,8695.675951086956,2009
Yuba,06115,0.1326874941587448,2009
Boulder,08013,0.10699999900091262,2009
Chaffee,08015,0.10410000483194987,2009
Denver,08031,0.14425000548362732,2009
Elmore,01051,5263.222039473684,2009
Etowah,01055,0.13293333053588868,2009
Houston,01069,0.14453333218892414,2009
Jackson,01071,0.13535715000970022,2009
Madison,01089,0.1469545472751964,2009
Marshall,01095,0.13529411484213436,2009
Monroe,01099,0.11720000267028809,2009
Pike,01109,0.12368420550697728,2009
Russell,01113,0.11812499165534973,2009
Shelby,01117,0.12284998893737793,2009
Washington,01129,0.10957142284938268,2009
Anchorage,02020,2702.8405827702704,2009
Hoonah-Angoon,02105,21481.40740740741,2009
Matanuska-Susitna,02170,2484.586512866016,2009
Northwest Arctic,02188,4720.906091370558,2009
Wrangell,02275,21999.87,2009
Yukon-Koyukuk,02290,1021.7528565667428,2009
Graham,04009,0.13955556429349458,2009
Pinal,04021,0.17847184731926716,2009
Yavapai,04025,0.136782174063201,2009
Arkansas,05001,0.15044445461697048,2009
Bradley,05011,0.10728571244648524,2009
Calhoun,05013,0.10700000077486038,2009
Desha,05041,0.1468421032554225,2009
Faulkner,05045,0.13155000209808348,2009
Sabine,22085,21739.001358695652,2009
St. Martin,22099,24999.8375,2009
St. Mary,22101,38888.57986111111,2009
Tangipahoa,22105,4347.897418478261,2009
Terrebonne,22109,8571.425892857143,2009
Vernon,22115,0.10843750089406967,2009
West Feliciana,22125,8333.354166666666,2009
Aroostook,23003,510.3279257015306,2009
Franklin,23007,0.13264150439568287,2009
Lincoln,23015,17646.985294117647,2009
York,23031,6451.6713709677415,2009
Baltimore,24005,16666.616319444445,2009
Cecil,24015,11111.111111111111,2009
Frederick,24021,0.15194118724149816,2009
Montgomery,24031,0.13733333349227905,2009
Somerset,24039,37499.70703125,2009
Talbot,24041,12499.986328125,2009
Bristol,25005,17646.988970588234,2009
Hampshire,25015,0.13547058666453643,2009
Suffolk,25025,0.09749999642372131,2009
Clare,26035,0.14184999465942383,2009
Gogebic,26053,6060.674242424242,2009
Huron,26063,33333.109375,2009
Gunnison,08051,0.104966672261556,2009
Huerfano,08055,0.12929545749317517,2009
Lake,08065,0.10199999809265137,2009
Larimer,08069,0.11070665995279948,2009
Montezuma,08083,0.14107999801635743,2009
Park,08093,0.1129999942466861,2009
Saguache,08109,0.11675580712251885,2009
San Miguel,08113,0.13028947930586965,2009
Summit,08117,0.09235714163099017,2009
Fairfield,09001,12499.984375,2009
New London,09011,19999.9125,2009
Kent,10001,5882.441636029412,2009
Sussex,10005,4761.995163690476,2009
Alachua,12001,0.1182173956995425,2009
Bradford,12007,0.1080000028014183,2009
Calhoun,12013,0.11380000114440918,2009
Citrus,12017,0.10721428053719657,2009
Dixie,12029,0.10443750023841858,2009
Escambia,12033,26315.615131578947,2009
Franklin,12037,33333.0625,2009
Hamilton,12047,0.11730769047370324,2009
Hernando,12053,14285.667410714286,2009
Leon,12073,0.11082353311426499,2009
Liberty,12077,0.10455000400543213,2009
Madison,12079,0.12033333778381347,2009
Marion,12083,5263.215871710527,2009
Nassau,12089,13333.29375,2009
Barrow,13013,0.13566666841506958,2009
Brooks,13027,0.12599999705950418,2009
Burke,13033,0.1331428573245094,2009
Charlton,13049,0.10209999084472657,2009
Columbia,13073,24999.83203125,2009
Coweta,13077,0.11818181384693492,2009
Crawford,13079,0.11471428189958845,2009
Effingham,13103,0.11408332983652751,2009
Emanuel,13107,0.1210625022649765,2009
Fayette,13113,0.12019999027252197,2009
Glynn,13127,9090.911931818182,2009
Greene,13133,0.10880000591278076,2009
Habersham,13137,0.13420000076293945,2009
Hancock,13141,0.10999999443689983,2009
Henry,13151,0.125124990940094,2009
Jackson,13157,0.13422221607632107,2009
Teton,30099,0.1499857085091727,2009
Garden,31069,0.1575869477313498,2009
Keya Paha,31103,0.1475238118852888,2009
Loup,31115,0.14649999141693115,2009
Pierce,31139,0.1662500003973643,2009
Thomas,31171,0.15154998302459716,2009
Eureka,32011,892.9999302455357,2009
Lander,32015,0.15374657879137013,2009
Washoe,32031,5405.483783783784,2009
White Pine,32033,416.81178385416666,2009
Grafton,33009,0.13693877628871373,2009
Atlantic,34001,17646.98161764706,2009
Burlington,34005,0.12078260338824728,2009
Cumberland,34011,21428.464285714286,2009
Gloucester,34015,0.1347000002861023,2009
Monmouth,34025,7692.353365384615,2009
Ocean,34029,29999.78125,2009
Somerset,34035,0.13249999284744263,2009
De Witt,17039,0.1680000066757202,2009
Lake,17097,16666.611979166668,2009
Piatt,17147,0.16888888676961264,2009
Stark,17175,0.17071427617754256,2009
Wabash,17185,0.16228570256914412,2009
Washington,17189,0.16205883026123047,2009
Blackford,18009,0.1692499965429306,2009
Grant,18053,0.16546665827433268,2009
Huntington,18069,0.16377777523464626,2009
Knox,18083,0.16400000254313152,2009
Union,18161,0.16574999690055847,2009
Washington,18175,0.15581250190734863,2009
Boone,19015,0.1694666544596354,2009
Dickinson,19059,0.14850000143051148,2009
Jones,19105,0.1718000054359436,2009
Osceola,19143,0.16619999408721925,2009
Scott,19163,0.16733333269755046,2009
Worth,19195,0.16989998817443847,2009
Cheyenne,20023,0.15760714667184011,2009
Edwards,20047,0.168999981880188,2009
Morton,20129,0.16612499952316284,2009
Pottawatomie,20149,0.15070371274594907,2009
Stafford,20185,0.1677727374163541,2009
Wichita,20203,0.17385001182556153,2009
Allen,21003,0.15150001049041747,2009
Ballard,21007,0.14814284869602748,2009
Bourbon,21017,0.1630000046321324,2009
Breckinridge,21027,0.15042856761387416,2009
Butler,21031,0.1442727283997969,2009
Caldwell,21033,0.14811110496520996,2009
Carter,21043,0.14319999217987062,2009
Clay,21051,0.1384166677792867,2009
Crittenden,21055,0.1412727182561701,2009
Estill,21065,0.14333333571751913,2009
Floyd,21071,0.1308000087738037,2009
Grayson,21085,0.14118750393390656,2009
Greenup,21089,0.14112499356269836,2009
Harlan,21095,0.13583333293596903,2009
Hart,21099,0.14262500405311584,2009
Jackson,21109,0.14488889111412895,2009
Johnson,21115,0.1303333342075348,2009
Knott,21119,0.13212499022483826,2009
Larue,21123,0.15524998307228088,2009
Laurel,21125,0.1428333322207133,2009
Letcher,21133,0.1305555502573649,2009
Lewis,21135,0.14200000762939452,2009
Magoffin,21153,0.13433333237965903,2009
Martin,21159,0.13512501120567322,2009
Mercer,21167,0.15133333206176758,2009
Nelson,21179,0.14769999980926513,2009
Ohio,21183,0.1459375023841858,2009
Perry,21193,0.1311111052831014,2009
Powell,21197,0.1379999965429306,2009
Rockcastle,21203,0.1461111174689399,2009
Wayne,21231,0.13635713713509695,2009
East Carroll,22035,0.14900000095367433,2009
East Feliciana,22037,0.11499998966852824,2009
Franklin,22041,0.14021428993770055,2009
Iberia,22045,17646.985294117647,2009
Lafourche,22057,6451.637096774193,2009
Madison,22065,0.1360666592915853,2009
Orleans,22071,79999.2125,2009
Pointe Coupee,22077,0.13307692454411432,2009
Red River,22081,0.12411109606424968,2009
Pembina,38067,0.14376315317655863,2009
Richland,38077,0.1476521699324898,2009
Cuyahoga,39035,16666.609375,2009
Erie,39043,19999.9234375,2009
Fentress,47049,0.13814285823277064,2009
Harrison,39067,0.14350000023841858,2009
Noble,39121,0.14263636415654962,2009
Van Wert,39161,0.16853846036470854,2009
Bryan,40013,0.1424073996367278,2009
Choctaw,40023,0.13790908726778897,2009
Keweenaw,26083,78946.6052631579,2009
Mackinac,26097,19354.75,2009
Macomb,26099,6666.7375,2009
Marquette,26103,6896.601293103448,2009
Blue Earth,27013,0.16671998977661132,2009
Clay,27027,0.14952777491675484,2009
Dodge,27039,0.17050000031789145,2009
Hennepin,27053,0.1393888923856947,2009
Lac qui Parle,27073,0.15788888931274414,2009
Mahnomen,27087,0.14346666336059571,2009
Morrison,27097,0.1530294137842515,2009
Polk,27119,0.1525079333592975,2009
Stearns,27145,0.15529545870694247,2009
Washington,27163,0.13763635808771307,2009
Watonwan,27165,0.16919999122619628,2009
Yellow Medicine,27173,0.1645199966430664,2009
DeSoto,28033,0.1415000061194102,2009
Forrest,28035,0.11874999602635701,2009
Humphreys,28053,0.14228571312768118,2009
Leflore,28083,0.15349999070167542,2009
Madison,28089,0.12257894716764751,2009
Noxubee,28103,0.13020000457763672,2009
Pearl River,28109,0.11926087089206862,2009
Rankin,28121,0.12143479222836702,2009
Stone,28131,0.11333333121405707,2009
Tate,28137,0.14362499117851257,2009
Tunica,28143,0.1457692293020395,2009
Wilkinson,28157,0.10893333752950032,2009
Cass,29037,0.1529333273569743,2009
Holt,29087,0.16371428966522217,2009
Jackson,29095,0.150055554178026,2009
Jefferson,29099,0.13827779557969835,2009
New Madrid,29143,0.15884211188868472,2009
Ozark,29153,0.12828571455819265,2009
St. Charles,29183,0.14868421303598503,2009
Saline,29195,0.16390908848155628,2009
Shelby,29205,0.15871429443359375,2009
Big Horn,30003,0.14534639844707414,2009
Broadwater,30007,0.11982050920144105,2009
Chouteau,30015,0.15883999633789062,2009
Gallatin,30031,0.11409876081678602,2009
Glacier,30035,0.14195789537931744,2009
Judith Basin,30045,0.13603508263303524,2009
Lewis and Clark,30049,0.11420183444241865,2009
Liberty,30051,0.16385106837495844,2009
Petroleum,30069,0.13844897795696648,2009
Phillips,30071,0.14964596529184662,2009
Ravalli,30081,0.10153424249936456,2009
Roosevelt,30085,0.14475309112925588,2009
Sterling,48431,0.1515833338101705,2009
Titus,48449,0.1396000027656555,2009
Upshur,48459,0.1313125044107437,2009
Val Verde,48465,0.15565431853871287,2009
Victoria,48469,0.14617391254590906,2009
Waller,48473,0.14909090779044412,2009
Ward,48475,0.1843043617580248,2009
Webb,48479,0.14890908575677253,2009
Morgan,49029,0.12782353513381062,2009
Salt Lake,49035,10000.02734375,2009
Summit,49043,0.11330909729003906,2009
Uintah,49047,0.15615126665900736,2009
Weber,49057,17646.99448529412,2009
Essex,50009,0.14422221978505453,2009
Accomack,51001,33333.078125,2009
Alleghany,51005,0.1339999993642171,2009
Amelia,51007,0.13633333312140572,2009
Augusta,51015,0.14715999603271485,2009
Bland,51021,0.14570000171661376,2009
Buckingham,51029,0.13613333702087402,2009
Campbell,51031,0.13779999415079752,2009
