NAME,FIPS,avg_land_cover,YEAR
Cumberland,42041,54.04011904,2009
Franklin,42055,56.76582612,2009
Huntingdon,42061,46.30177737,2009
Lancaster,42071,57.79958806,2009
Northampton,42095,48.8668249,2009
Perry,42099,50.07946551,2009
Sullivan,42113,45.32327823,2009
York,42133,53.77258144,2009
Newport,44005,44.52773697,2009
Allendale,45005,66.03686374,2009
Bamberg,45009,67.86001526,2009
Colleton,45029,66.72656545,2009
Greenwood,45047,47.28269504,2009
Jasper,45053,66.51936064,2009
Pickens,45077,44.03184171,2009
Union,45087,49.05824629,2009
York,45091,46.5777077,2009
Jones,46075,72.40581746,2009
Mellette,46095,70.67500878,2009
Pennington,46103,60.47247506,2009
Sanborn,46111,79.24201949,2009
Stanley,46117,69.6001919,2009
Bedford,47003,63.10918319,2009
Cheatham,47021,48.25404783,2009
Coffee,47031,58.53772875,2009
DeKalb,47041,49.82662081,2009
Dyer,47045,74.80774823,2009
Giles,47055,57.61782336,2009
Hamilton,47065,38.43423058,2009
Humphreys,47085,47.11989789,2009
Jefferson,47089,51.40685781,2009
Monroe,47123,48.34652174,2009
Morgan,47129,44.83934726,2009
Rhea,47143,48.54091864,2009
Robertson,47147,64.49443429,2009
Tipton,47167,69.2223516,2009
Williamson,47187,51.38210398,2009
Aransas,48007,67.75573954,2009
Borden,48033,54.81183493,2009
Burleson,48051,68.60816961,2009
Childress,48075,58.12517258,2009
Ector,48135,49.10616666,2009
Ellis,48139,66.76595926,2009
El Paso,48141,47.44827491,2009
Freestone,48161,69.25185465,2009
Galveston,48167,54.35018183,2009
Lamar,13171,53.8546944,2009
Lincoln,13181,42.65091203,2009
Lowndes,13185,60.53179271,2009
McDuffie,13189,49.98804009,2009
McIntosh,13191,65.03316473,2009
Madison,13195,54.55601226,2009
Murray,13213,48.22970035,2009
Newton,13217,48.59020902,2009
Oglethorpe,13221,51.45260077,2009
Putnam,13237,46.77376528,2009
Richmond,13245,46.71331369,2009
Sumter,13261,63.70630768,2009
Taylor,13269,55.84377294,2009
Telfair,13271,63.90840669,2009
Twiggs,13289,54.90206704,2009
Washington,13303,56.77244339,2009
Wayne,13305,64.98349286,2009
Wheeler,13309,61.33206417,2009
Wilcox,13315,66.0179615,2009
Hawaii,15001,,2009
Honolulu,15003,,2009
Kauai,15007,,2009
Bear Lake,16007,53.48195282,2009
Nez Perce,16069,64.90949169,2009
Owyhee,16073,57.2722452,2009
Shoshone,16079,43.28504087,2009
Twin Falls,16083,62.64760016,2009
Cook,17031,28.70574019,2009
Bath,51017,43.33166748,2009
Botetourt,51023,46.7936594,2009
Buchanan,51027,40.91746512,2009
Chesterfield,51041,39.3742348,2009
Culpeper,51047,58.46850528,2009
Floyd,51063,52.46048055,2009
Gloucester,51073,53.04665958,2009
Isle of Wight,51093,64.00684799,2009
King and Queen,51097,54.86410989,2009
Lancaster,51103,51.96491556,2009
Loudoun,51107,55.18420316,2009
Montgomery,51121,47.67099207,2009
Prince William,51153,44.26745446,2009
Roanoke,51161,41.02682136,2009
Shenandoah,51171,51.72548419,2009
Manassas Park,51685,23.65123583,2009
Benton,53005,62.36084686,2009
Clark,53011,48.68900092,2009
Cowlitz,53015,45.73221135,2009
Douglas,53017,62.61436227,2009
Grant,53025,63.3147994,2009
Grays Harbor,53027,48.62416411,2009
King,53033,39.29841599,2009
Kittitas,53037,51.60795736,2009
Okanogan,53047,52.72778589,2009
Snohomish,53061,42.97476591,2009
Walla Walla,53071,70.21314165,2009
Braxton,54007,42.24835421,2009
Grant,54023,46.575723,2009
Harrison,54033,45.76378466,2009
Nicholas,54067,43.46574615,2009
Pendleton,54071,46.01017124,2009
Pocahontas,54075,43.71469904,2009
Raleigh,54081,41.42695107,2009
Tyler,54095,43.59893598,2009
Wyoming,54109,40.92148272,2009
Bayfield,55007,49.88533321,2009
Door,55029,68.16502658,2009
Grant,55043,64.93537682,2009
Juneau,55057,66.04321609,2009
Crook,56011,59.61824457,2009
Sublette,56035,52.95202434,2009
Eastern,60010,,2009
Swains Island,60040,,2009
Western,60050,,2009
Rota,69100,,2009
Cabo Rojo,72023,,2009
Carolina,72031,,2009
Ciales,72039,,2009
Hatillo,72065,,2009
Mayagüez,72097,,2009
Ponce,72113,,2009
Toa Alta,72135,,2009
Utuado,72141,,2009
St. Croix,78010,,2009
St. John,78020,,2009
Howard,5061,54.3619801,2009
Jackson,5067,76.77616018,2009
Lawrence,5075,69.74785243,2009
Little River,5081,61.20118774,2009
Lonoke,5085,73.26567208,2009
Monroe,5095,80.40491657,2009
Pike,5109,49.20838829,2009
Pulaski,5119,48.89895283,2009
Sevier,5133,57.10001237,2009
Union,5139,55.67254858,2009
Woodruff,5147,80.44402082,2009
Marin,6041,48.33926843,2009
Mariposa,6043,51.96261575,2009
Mono,6051,48.09022868,2009
Napa,6055,50.8275377,2009
Nevada,6057,43.00713504,2009
Placer,6061,44.60026681,2009
San Bernardino,6071,48.87788936,2009
San Mateo,6081,40.43792177,2009
Santa Clara,6085,46.36600284,2009
Shasta,6089,47.26001584,2009
Sierra,6091,46.30841675,2009
Stanislaus,6099,68.09746431,2009
Ventura,6111,53.22074196,2009
Yuba,6115,57.0021643,2009
Boulder,8013,49.28708087,2009
Chaffee,8015,48.26108731,2009
Denver,8031,33.57579937,2009
Elmore,1051,51.22284904,2009
Etowah,1055,50.09924808,2009
Houston,1069,65.42092772,2009
Jackson,1071,51.41582001,2009
Madison,1089,56.40919817,2009
Marshall,1095,51.81169723,2009
Monroe,1099,57.60477731,2009
Pike,1109,57.73377237,2009
Russell,1113,53.64997284,2009
Shelby,1117,46.0418609,2009
Washington,1129,61.60034662,2009
Anchorage,2020,,2009
Hoonah-Angoon,2105,,2009
Matanuska-Susitna,2170,,2009
Northwest Arctic,2188,,2009
Wrangell,2275,,2009
Yukon-Koyukuk,2290,,2009
Graham,4009,51.18432423,2009
Pinal,4021,54.38246278,2009
Yavapai,4025,50.14714763,2009
Arkansas,5001,78.03705581,2009
Bradley,5011,60.87943338,2009
Calhoun,5013,57.78551397,2009
Desha,5041,77.16852233,2009
Faulkner,5045,57.77121122,2009
Sabine,22085,46.87896826,2009
St. Martin,22099,78.62520126,2009
St. Mary,22101,74.08755011,2009
Tangipahoa,22105,62.08872395,2009
Terrebonne,22109,68.06167976,2009
Vernon,22115,52.75791486,2009
West Feliciana,22125,58.57482259,2009
Aroostook,23003,52.52586254,2009
Franklin,23007,46.17131423,2009
Lincoln,23015,47.63300092,2009
York,23031,49.93328498,2009
Baltimore,24005,42.96923557,2009
Cecil,24015,53.52339866,2009
Frederick,24021,57.41693709,2009
Montgomery,24031,43.14007853,2009
Somerset,24039,73.25398598,2009
Talbot,24041,62.4100509,2009
Bristol,25005,46.59629513,2009
Hampshire,25015,47.17943647,2009
Suffolk,25025,24.86655588,2009
Clare,26035,58.84651803,2009
Gogebic,26053,54.60862567,2009
Huron,26063,76.06111828,2009
Gunnison,8051,47.25974994,2009
Huerfano,8055,56.40975048,2009
Lake,8065,49.82012856,2009
Larimer,8069,51.40173347,2009
Montezuma,8083,50.01684937,2009
Park,8093,55.84673153,2009
Saguache,8109,52.02209268,2009
San Miguel,8113,47.03941301,2009
Summit,8117,46.38732081,2009
Fairfield,9001,34.20176255,2009
New London,9011,45.64082878,2009
Kent,10001,71.98083204,2009
Sussex,10005,65.62123551,2009
Alachua,12001,57.53532863,2009
Bradford,12007,59.79010661,2009
Calhoun,12013,62.51074732,2009
Citrus,12017,54.53887646,2009
Dixie,12029,67.31703167,2009
Escambia,12033,49.96699526,2009
Franklin,12037,76.71833963,2009
Hamilton,12047,60.95108515,2009
Hernando,12053,53.38057741,2009
Leon,12073,53.35758689,2009
Liberty,12077,68.71570948,2009
Madison,12079,64.89341325,2009
Marion,12083,53.48033731,2009
Nassau,12089,57.42962997,2009
Barrow,13013,50.14085051,2009
Brooks,13027,67.91435981,2009
Burke,13033,68.61354532,2009
Charlton,13049,68.84418684,2009
Columbia,13073,42.52444096,2009
Coweta,13077,47.62750042,2009
Crawford,13079,53.33213672,2009
Effingham,13103,65.17223521,2009
Emanuel,13107,62.64003903,2009
Fayette,13113,44.95438702,2009
Glynn,13127,59.63947802,2009
Greene,13133,47.05448881,2009
Habersham,13137,45.60858931,2009
Hancock,13141,47.89977791,2009
Henry,13151,43.84314335,2009
Jackson,13157,52.71378783,2009
Teton,30099,67.84069484,2009
Garden,31069,72.05338579,2009
Keya Paha,31103,70.05765789,2009
Loup,31115,70.30339126,2009
Pierce,31139,76.36947104,2009
Thomas,31171,70.01297122,2009
Eureka,32011,53.84879706,2009
Lander,32015,53.1061231,2009
Washoe,32031,49.70449084,2009
White Pine,32033,49.39042369,2009
Grafton,33009,44.11636247,2009
Atlantic,34001,56.0015153,2009
Burlington,34005,57.93264586,2009
Cumberland,34011,61.99667535,2009
Gloucester,34015,52.63552598,2009
Monmouth,34025,43.82386663,2009
Ocean,34029,43.74044798,2009
Somerset,34035,44.57989351,2009
De Witt,17039,73.66043641,2009
Lake,17097,39.18169195,2009
Piatt,17147,76.89129202,2009
Stark,17175,76.99326698,2009
Wabash,17185,72.58478609,2009
Washington,17189,73.32767008,2009
Blackford,18009,72.17192536,2009
Grant,18053,69.99366297,2009
Huntington,18069,69.24893197,2009
Knox,18083,71.94671183,2009
Union,18161,67.7039763,2009
Washington,18175,59.87889641,2009
Boone,19015,73.7428515,2009
Dickinson,19059,73.13957938,2009
Jones,19105,73.00308529,2009
Osceola,19143,78.13531292,2009
Scott,19163,67.5070629,2009
Worth,19195,77.56809243,2009
Cheyenne,20023,75.07044642,2009
Edwards,20047,76.1995709,2009
Morton,20129,72.7947097,2009
Pottawatomie,20149,66.72413344,2009
Stafford,20185,75.56506909,2009
Wichita,20203,77.22181041,2009
Allen,21003,58.80911953,2009
Ballard,21007,69.63478579,2009
Bourbon,21017,74.5672746,2009
Breckinridge,21027,56.13558846,2009
Butler,21031,54.71135647,2009
Caldwell,21033,60.57079863,2009
Carter,21043,44.63079931,2009
Clay,21051,41.97760542,2009
Crittenden,21055,58.15981415,2009
Estill,21065,45.95203374,2009
Floyd,21071,40.45658345,2009
Grayson,21085,56.08828934,2009
Greenup,21089,43.56700207,2009
Harlan,21095,40.71720735,2009
Hart,21099,56.92361267,2009
Jackson,21109,46.00430986,2009
Johnson,21115,41.32959086,2009
Knott,21119,40.63251968,2009
Larue,21123,62.68267676,2009
Laurel,21125,48.82000305,2009
Letcher,21133,40.84946694,2009
Lewis,21135,45.56341189,2009
Magoffin,21153,42.50045808,2009
Martin,21159,41.79611662,2009
Mercer,21167,65.83763901,2009
Nelson,21179,59.14229736,2009
Ohio,21183,55.69027116,2009
Perry,21193,40.15933598,2009
Powell,21197,44.51920643,2009
Rockcastle,21203,48.32699487,2009
Wayne,21231,47.25111636,2009
East Carroll,22035,77.08121768,2009
East Feliciana,22037,63.59477009,2009
Franklin,22041,77.95666235,2009
Iberia,22045,75.69390702,2009
Lafourche,22057,70.46634074,2009
Madison,22065,79.32243588,2009
Orleans,22071,33.1462069,2009
Pointe Coupee,22077,76.82430241,2009
Red River,22081,63.40535309,2009
Pembina,38067,78.34716904,2009
Richland,38077,77.01976493,2009
Cuyahoga,39035,26.71221917,2009
Erie,39043,60.81563616,2009
Fentress,47049,47.26324745,2009
Harrison,39067,51.1751381,2009
Noble,39121,48.64686335,2009
Van Wert,39161,74.88026013,2009
Bryan,40013,62.54177428,2009
Choctaw,40023,63.06901025,2009
Keweenaw,26083,51.8693228,2009
Mackinac,26097,65.83606518,2009
Macomb,26099,45.50616748,2009
Marquette,26103,57.57024235,2009
Blue Earth,27013,74.75418445,2009
Clay,27027,76.5143307,2009
Dodge,27039,76.15406803,2009
Hennepin,27053,40.05953877,2009
Lac qui Parle,27073,78.37435609,2009
Mahnomen,27087,68.35465338,2009
Morrison,27097,69.70444842,2009
Polk,27119,77.10563993,2009
Stearns,27145,71.26980193,2009
Washington,27163,52.29109557,2009
Watonwan,27165,77.45299022,2009
Yellow Medicine,27173,77.76215567,2009
DeSoto,28033,58.92636968,2009
Forrest,28035,54.79949371,2009
Humphreys,28053,75.5726278,2009
Leflore,28083,76.55591852,2009
Madison,28089,61.04457967,2009
Noxubee,28103,68.89515903,2009
Pearl River,28109,64.53129378,2009
Rankin,28121,56.25057788,2009
Stone,28131,60.58793253,2009
Tate,28137,64.96670962,2009
Tunica,28143,76.24496641,2009
Wilkinson,28157,53.12148276,2009
Cass,29037,68.53297466,2009
Holt,29087,74.46548618,2009
Jackson,29095,48.30004916,2009
Jefferson,29099,44.15871582,2009
New Madrid,29143,76.96694985,2009
Ozark,29153,53.53088245,2009
St. Charles,29183,54.06898455,2009
Saline,29195,72.61738667,2009
Shelby,29205,71.9838163,2009
Big Horn,30003,60.71613844,2009
Broadwater,30007,58.72903282,2009
Chouteau,30015,71.63891492,2009
Gallatin,30031,54.09923484,2009
Glacier,30035,63.26668271,2009
Judith Basin,30045,61.71528219,2009
Lewis and Clark,30049,53.68363601,2009
Liberty,30051,74.50533116,2009
Petroleum,30069,62.54623167,2009
Phillips,30071,66.40285591,2009
Ravalli,30081,51.58575526,2009
Roosevelt,30085,74.46288735,2009
Sterling,48431,51.82800437,2009
Titus,48449,68.91524376,2009
Upshur,48459,61.18609601,2009
Val Verde,48465,50.99193409,2009
Victoria,48469,72.0087238,2009
Waller,48473,70.96418786,2009
Ward,48475,50.67146623,2009
Webb,48479,52.44424257,2009
Morgan,49029,47.83186244,2009
Salt Lake,49035,40.58326523,2009
Summit,49043,47.24278281,2009
Uintah,49047,50.98622707,2009
Weber,49057,45.66382656,2009
Essex,50009,45.85907786,2009
Accomack,51001,63.55469546,2009
Alleghany,51005,42.44681347,2009
Amelia,51007,53.90892161,2009
Augusta,51015,53.73893973,2009
Bland,51021,47.94895401,2009
Buckingham,51029,49.68811963,2009
Campbell,51031,51.30905882,2009
Carroll,51035,51.55669208,2009
Charlotte,51037,53.67411692,2009
Dinwiddie,51053,52.15060545,2009
Fauquier,51061,58.42677711,2009
Franklin,51067,48.77542059,2009
Greensville,51081,60.26436141,2009
Hanover,51085,53.52494261,2009
Highland,51091,47.46757405,2009
King George,51099,52.38615563,2009
King William,51101,57.37112341,2009
Louisa,51109,49.60360384,2009
Middlesex,51119,52.89117016,2009
New Kent,51127,51.27995422,2009
Roosevelt,35041,57.12723831,2009
Sierra,35051,50.49512966,2009
Cattaraugus,36009,49.4465778,2009
Chautauqua,36013,53.44032693,2009
Chenango,36017,52.99577594,2009
Clinton,36019,50.72001317,2009
Essex,36031,44.00531127,2009
Saratoga,36091,49.66023799,2009
Sullivan,36105,44.40055838,2009
Ulster,36111,45.17456375,2009
Westchester,36119,31.63346061,2009
Anson,37007,51.98850248,2009
Brunswick,37019,60.66327725,2009
Buncombe,37021,41.94771053,2009
Camden,37029,80.24412029,2009
Carteret,37031,65.7653932,2009
Cherokee,37039,42.52631144,2009
Craven,37049,65.24139086,2009
Currituck,37053,69.75372988,2009
Dare,37055,75.0465991,2009
Davie,37059,54.10120163,2009
Graham,37075,40.71121746,2009
Greene,37079,71.72187196,2009
Henderson,37089,43.62142929,2009
Jackson,37099,41.23670575,2009
Jones,37103,68.65903541,2009
Macon,37113,42.39011824,2009
Mecklenburg,37119,31.40731984,2009
Nash,37127,61.86760576,2009
Northampton,37131,63.66158642,2009
Pamlico,37137,69.23825949,2009
Pender,37141,68.1847313,2009
Richmond,37153,51.26399436,2009
Scotland,37165,62.48841036,2009
Stanly,37167,55.05125127,2009
Transylvania,37175,41.95339393,2009
Cavalier,38019,77.93662069,2009
Grand Forks,38035,77.51982842,2009
Morton,38059,72.34896455,2009
Wetzel,54103,41.29611529,2009
Wood,54107,43.27855684,2009
Ashland,55003,58.66883924,2009
Buffalo,55011,60.35005097,2009
Iron,55051,61.38229337,2009
Lincoln,55069,60.71527872,2009
Marinette,55075,65.12764752,2009
Rusk,55107,60.89344495,2009
Sauk,55111,61.36485701,2009
Trempealeau,55121,63.23868641,2009
Big Horn,56003,51.70445091,2009
Park,56029,50.70132974,2009
Sheridan,56033,55.27852957,2009
Barbour,1005,54.49497262,2009
Greene,1063,65.70272806,2009
Marengo,1091,62.15765746,2009
Talladega,1121,49.80355714,2009
Lake and Peninsula,2164,,2009
Latimer,40077,51.17367883,2009
McClain,40087,64.28341797,2009
Pottawatomie,40125,57.55766071,2009
Sequoyah,40135,54.19174953,2009
Tillman,40141,72.96178885,2009
Wagoner,40145,61.04818814,2009
Clackamas,41005,46.6625076,2009
Douglas,41019,46.73918841,2009
Armstrong,42005,49.29210564,2009
Bradford,42015,53.59931906,2009
Clearfield,42033,44.07796891,2009
Clinton,42035,43.60375929,2009
Dauphin,42043,46.02655077,2009
Delaware,42045,29.87110928,2009
Erie,42049,53.54377622,2009
Indiana,42063,49.23827152,2009
Juniata,42067,50.552084,2009
Northumberland,42097,52.05691208,2009
Philadelphia,42101,24.8526478,2009
Somerset,42111,49.13053422,2009
Washington,42125,49.31999808,2009
Wayne,42127,48.16493683,2009
Providence,44007,39.55370156,2009
Aiken,45003,55.68828378,2009
Calhoun,45017,64.52879405,2009
Cherokee,45021,50.34792845,2009
Chesterfield,45025,57.14935512,2009
Clarendon,45027,64.25618759,2009
Darlington,45031,70.14035834,2009
Florence,45041,69.60769663,2009
Hampton,45049,67.08024873,2009
Kershaw,45055,52.92050822,2009
Laurens,45059,50.13958104,2009
Lee,45061,70.7969983,2009
McCormick,45065,43.07344107,2009
Marlboro,45069,69.8564228,2009
Orangeburg,45075,65.95397459,2009
Sumter,45085,69.29190401,2009
Williamsburg,45089,68.77762445,2009
Charles Mix,46023,73.74597814,2009
Hamlin,46057,73.92528166,2009
Ziebach,46137,71.41345232,2009
Anderson,47001,42.70215371,2009
Benton,47005,46.98558675,2009
Campbell,47013,42.14522066,2009
Carter,47019,43.41154555,2009
