NAME,FIPS,avg_land_cover,YEAR
Cumberland,34011,61.91086655,2010
Gloucester,34015,52.47645564,2010
Monmouth,34025,43.73180269,2010
Ocean,34029,43.73145273,2010
Somerset,34035,44.48615027,2010
De Witt,17039,73.64758211,2010
Lake,17097,39.0782434,2010
Piatt,17147,76.87774988,2010
Stark,17175,76.98591464,2010
Wabash,17185,72.58216922,2010
Washington,17189,73.29765607,2010
Blackford,18009,72.14648805,2010
Grant,18053,69.96113867,2010
Huntington,18069,69.2333302,2010
Knox,18083,71.90773597,2010
Union,18161,67.68348393,2010
Washington,18175,59.8931262,2010
Boone,19015,73.67097888,2010
Dickinson,19059,73.1039101,2010
Jones,19105,72.98795395,2010
Osceola,19143,78.12115201,2010
Scott,19163,67.42914982,2010
Worth,19195,77.54101891,2010
Cheyenne,20023,75.07725915,2010
Edwards,20047,76.23172543,2010
Morton,20129,72.786027,2010
Pottawatomie,20149,66.63890309,2010
Stafford,20185,75.64180877,2010
Wichita,20203,77.37029835,2010
Allen,21003,58.78238222,2010
Ballard,21007,69.6771134,2010
Bourbon,21017,74.54965869,2010
Breckinridge,21027,56.17172204,2010
Butler,21031,54.72253516,2010
Caldwell,21033,60.57918145,2010
Carter,21043,44.60437032,2010
Clay,21051,41.97241486,2010
Crittenden,21055,58.18076496,2010
Estill,21065,45.94309502,2010
Floyd,21071,40.45873569,2010
Grayson,21085,56.14786276,2010
Greenup,21089,43.51525007,2010
Harlan,21095,40.73992476,2010
Hart,21099,56.93529317,2010
Jackson,21109,45.97099919,2010
Johnson,21115,41.31881591,2010
Knott,21119,40.65404649,2010
Larue,21123,62.68040579,2010
Laurel,21125,48.78265123,2010
Letcher,21133,40.83420033,2010
Lewis,21135,45.56313278,2010
Magoffin,21153,42.49900122,2010
Martin,21159,41.73652893,2010
Mercer,21167,65.79484882,2010
Nelson,21179,59.09888633,2010
Ohio,21183,55.71265898,2010
Perry,21193,40.18500928,2010
Powell,21197,44.51484423,2010
Rockcastle,21203,48.27016804,2010
Wayne,21231,47.21959268,2010
East Carroll,22035,77.09144852,2010
East Feliciana,22037,63.52506738,2010
Franklin,22041,78.52782148,2010
Iberia,22045,75.76298942,2010
Lafourche,22057,70.52299532,2010
Madison,22065,79.34697023,2010
Orleans,22071,32.89873662,2010
Pointe Coupee,22077,76.86822754,2010
Red River,22081,63.34817884,2010
Pembina,38067,78.31175116,2010
Richland,38077,76.96098929,2010
Cuyahoga,39035,26.70144015,2010
Erie,39043,60.74791696,2010
Fentress,47049,47.24258126,2010
Harrison,39067,51.15133512,2010
Noble,39121,48.68044662,2010
Van Wert,39161,74.86011019,2010
Bryan,40013,62.55920614,2010
Choctaw,40023,63.13525405,2010
Keweenaw,26083,51.94293773,2010
Mackinac,26097,65.82669747,2010
Macomb,26099,45.45727658,2010
Marquette,26103,57.53411517,2010
Blue Earth,27013,74.67802944,2010
Clay,27027,76.47848316,2010
Dodge,27039,76.13262317,2010
Hennepin,27053,39.9728949,2010
Lac qui Parle,27073,78.24489752,2010
Mahnomen,27087,68.32717562,2010
Morrison,27097,69.70158505,2010
Polk,27119,77.08032002,2010
Stearns,27145,71.22593594,2010
Washington,27163,52.25810411,2010
Watonwan,27165,77.4294085,2010
Yellow Medicine,27173,77.72093703,2010
DeSoto,28033,58.90488354,2010
Forrest,28035,54.60606585,2010
Humphreys,28053,76.90501281,2010
Leflore,28083,76.97654457,2010
Madison,28089,60.9346849,2010
Noxubee,28103,68.85695008,2010
Pearl River,28109,64.32157015,2010
Rankin,28121,56.16471626,2010
Stone,28131,60.40091574,2010
Tate,28137,65.1375211,2010
Tunica,28143,76.30132169,2010
Wilkinson,28157,53.18090829,2010
Cass,29037,68.47151266,2010
Holt,29087,74.30723475,2010
Jackson,29095,48.20649492,2010
Jefferson,29099,44.10820582,2010
New Madrid,29143,76.94567862,2010
Ozark,29153,53.63359299,2010
St. Charles,29183,53.86649656,2010
Saline,29195,72.5529963,2010
Shelby,29205,71.98195201,2010
Big Horn,30003,60.70273476,2010
Broadwater,30007,58.65293122,2010
Chouteau,30015,71.62249813,2010
Gallatin,30031,54.03077936,2010
Glacier,30035,63.2230758,2010
Judith Basin,30045,61.73419896,2010
Lewis and Clark,30049,53.70181566,2010
Liberty,30051,74.45291361,2010
Petroleum,30069,62.48796373,2010
Phillips,30071,66.30874657,2010
Ravalli,30081,51.25280216,2010
Roosevelt,30085,74.43284887,2010
Sterling,48431,51.81920821,2010
Titus,48449,68.92809541,2010
Upshur,48459,61.21281677,2010
Val Verde,48465,50.9732843,2010
Victoria,48469,71.88375112,2010
Waller,48473,70.95637142,2010
Ward,48475,50.63045386,2010
Webb,48479,52.35364147,2010
Morgan,49029,47.78596418,2010
Salt Lake,49035,40.5200432,2010
Summit,49043,47.20533137,2010
Uintah,49047,50.99185336,2010
Weber,49057,45.84573096,2010
Essex,50009,45.88576518,2010
Accomack,51001,63.44664415,2010
Alleghany,51005,42.45735757,2010
Amelia,51007,53.88098223,2010
Augusta,51015,53.71623321,2010
Bland,51021,47.92723418,2010
Buckingham,51029,49.91838002,2010
Campbell,51031,51.38919079,2010
Carroll,51035,51.54993333,2010
Charlotte,51037,53.75246209,2010
Dinwiddie,51053,52.11864769,2010
Fauquier,51061,58.44197358,2010
Franklin,51067,48.78018049,2010
Greensville,51081,60.13105493,2010
Hanover,51085,53.57818778,2010
Highland,51091,47.48789159,2010
King George,51099,52.37571395,2010
King William,51101,57.43000061,2010
Louisa,51109,49.66649957,2010
Middlesex,51119,52.71894149,2010
New Kent,51127,51.20804979,2010
Roosevelt,35041,57.05060624,2010
Sierra,35051,50.49853138,2010
Cattaraugus,36009,49.43990922,2010
Chautauqua,36013,53.42481352,2010
Chenango,36017,53.00260852,2010
Clinton,36019,50.70105917,2010
Essex,36031,44.00815822,2010
Saratoga,36091,49.64136003,2010
Sullivan,36105,44.37685972,2010
Ulster,36111,45.16121656,2010
Westchester,36119,31.63165308,2010
Anson,37007,51.88283183,2010
Brunswick,37019,60.55341326,2010
Buncombe,37021,41.87528108,2010
Camden,37029,80.28393871,2010
Carteret,37031,65.66212806,2010
Cherokee,37039,42.46619047,2010
Craven,37049,65.22719456,2010
Currituck,37053,69.73438118,2010
Dare,37055,74.98010839,2010
Davie,37059,54.0701453,2010
Graham,37075,40.70143293,2010
Greene,37079,71.70194083,2010
Henderson,37089,43.55507209,2010
Jackson,37099,41.21978279,2010
Jones,37103,68.63092142,2010
Macon,37113,42.36100075,2010
Mecklenburg,37119,31.30882577,2010
Nash,37127,61.82362353,2010
Northampton,37131,63.65748596,2010
Pamlico,37137,69.09929137,2010
Pender,37141,68.21782188,2010
Richmond,37153,51.10769156,2010
Scotland,37165,62.44820539,2010
Stanly,37167,54.96939426,2010
Transylvania,37175,41.93573412,2010
Cavalier,38019,77.92261317,2010
Grand Forks,38035,77.47731907,2010
Morton,38059,72.31795453,2010
Wetzel,54103,41.29122334,2010
Wood,54107,43.27353455,2010
Ashland,55003,58.66635262,2010
Buffalo,55011,60.28115357,2010
Iron,55051,61.37175851,2010
Lincoln,55069,60.70582176,2010
Marinette,55075,65.1330996,2010
Rusk,55107,60.88617239,2010
Sauk,55111,61.31854215,2010
Trempealeau,55121,63.20410214,2010
Big Horn,56003,51.76332301,2010
Park,56029,50.64741573,2010
Sheridan,56033,55.26219946,2010
Barbour,1005,54.47291867,2010
Greene,1063,65.6379139,2010
Marengo,1091,62.11448469,2010
Talladega,1121,49.72195523,2010
Lake and Peninsula,2164,,2010
Latimer,40077,51.23445369,2010
McClain,40087,64.17656478,2010
Pottawatomie,40125,57.48428861,2010
Sequoyah,40135,54.20602423,2010
Tillman,40141,72.93355794,2010
Wagoner,40145,61.02323048,2010
Clackamas,41005,46.61639407,2010
Douglas,41019,46.8388959,2010
Armstrong,42005,49.30738,2010
Bradford,42015,53.57900548,2010
Clearfield,42033,44.08050916,2010
Clinton,42035,43.61469855,2010
Dauphin,42043,46.02795325,2010
Delaware,42045,29.8068824,2010
Erie,42049,53.5086422,2010
Indiana,42063,49.24499297,2010
Juniata,42067,50.53514316,2010
Northumberland,42097,52.09137566,2010
Philadelphia,42101,24.85156195,2010
Somerset,42111,49.15822744,2010
Washington,42125,49.28325263,2010
Wayne,42127,48.147417,2010
Providence,44007,39.55324454,2010
Aiken,45003,55.5733946,2010
Calhoun,45017,64.47786878,2010
Cherokee,45021,50.29204933,2010
Chesterfield,45025,57.15482621,2010
Clarendon,45027,64.20736022,2010
Darlington,45031,70.14817735,2010
Florence,45041,69.54878394,2010
Hampton,45049,67.10082127,2010
Kershaw,45055,52.97784179,2010
Laurens,45059,50.09048327,2010
Lee,45061,70.80933201,2010
McCormick,45065,42.98765895,2010
Marlboro,45069,69.80764169,2010
Orangeburg,45075,65.88406374,2010
Sumter,45085,69.24587321,2010
Williamsburg,45089,68.70301964,2010
Charles Mix,46023,73.37034186,2010
Hamlin,46057,72.73087826,2010
Ziebach,46137,71.38804909,2010
Anderson,47001,42.6366394,2010
Benton,47005,46.97261179,2010
Campbell,47013,42.08428288,2010
Carter,47019,43.38546348,2010
